Job Title,code,type,2016 Employment,2026 Employment,2016 %,2026 %,Change (#),Change (%),Openings,Level,ed_needed,Median Wage,Experience,OTJ Training
Psychologists,19-3030,Job Categories,166.6,189.6,0.1,0.1,23.0,13.8,13.6,3.0,—,75230.0,—,—
"Clinical, counseling, and school psychologists",19-3031,Individual Jobs,147.5,168.5,0.1,0.1,21.0,14.3,12.1,4.0,Doctoral or professional degree,73270.0,None,Internship/residency
Industrial-organizational psychologists,19-3032,Individual Jobs,1.7,1.8,0.0,0.0,0.1,8.4,0.1,4.0,Master's degree,82760.0,None,Internship/residency
"Psychologists, all other",19-3039,Individual Jobs,17.4,19.2,0.0,0.0,1.8,10.5,1.3,4.0,Master's degree,95710.0,None,Internship/residency
Sociologists,19-3041,Individual Jobs,3.5,3.5,0.0,0.0,0.0,1.3,0.3,3.0,Master's degree,79750.0,None,None
Urban and regional planners,19-3051,Individual Jobs,36.0,40.6,0.0,0.0,4.6,12.8,3.5,3.0,Master's degree,70020.0,None,None
Miscellaneous social scientists and related workers,19-3090,Job Categories,61.9,65.4,0.0,0.0,3.6,5.8,6.1,3.0,—,77020.0,—,—
Anthropologists and archeologists,19-3091,Individual Jobs,7.6,7.9,0.0,0.0,0.3,4.5,0.7,4.0,Master's degree,63190.0,None,None
Geographers,19-3092,Individual Jobs,1.5,1.7,0.0,0.0,0.1,6.7,0.2,4.0,Bachelor's degree,74260.0,None,None
Historians,19-3093,Individual Jobs,3.3,3.5,0.0,0.0,0.2,6.0,0.3,4.0,Master's degree,55110.0,None,None
Political scientists,19-3094,Individual Jobs,7.3,7.5,0.0,0.0,0.2,2.8,0.7,4.0,Master's degree,114290.0,None,None
"Social scientists and related workers, all other",19-3099,Individual Jobs,42.1,44.9,0.0,0.0,2.7,6.5,4.2,4.0,Bachelor's degree,77020.0,None,None
"Life, physical, and social science technicians",19-4000,Job Categories,392.1,424.3,0.3,0.3,32.2,8.2,45.9,2.0,—,44250.0,—,—
Agricultural and food science technicians,19-4011,Individual Jobs,27.5,29.2,0.0,0.0,1.7,6.3,3.0,3.0,Associate's degree,37550.0,None,Moderate-term on-the-job training
Biological technicians,19-4021,Individual Jobs,82.1,90.4,0.1,0.1,8.4,10.2,8.9,3.0,Bachelor's degree,42520.0,None,None
Chemical technicians,19-4031,Individual Jobs,67.3,70.0,0.0,0.0,2.7,4.0,6.6,3.0,Associate's degree,45840.0,None,Moderate-term on-the-job training
Geological and petroleum technicians,19-4041,Individual Jobs,15.0,17.4,0.0,0.0,2.5,16.4,1.9,3.0,Associate's degree,56470.0,None,Moderate-term on-the-job training
Nuclear technicians,19-4051,Individual Jobs,6.9,6.9,0.0,0.0,0.1,0.8,0.8,3.0,Associate's degree,79140.0,None,Moderate-term on-the-job training
Social science research assistants,19-4061,Individual Jobs,34.0,35.5,0.0,0.0,1.5,4.3,4.1,3.0,Bachelor's degree,43190.0,None,None
"Miscellaneous life, physical, and social science technicians",19-4090,Job Categories,159.3,174.8,0.1,0.1,15.4,9.7,20.7,3.0,—,44190.0,—,—
"Environmental science and protection technicians, including health",19-4091,Individual Jobs,34.6,38.8,0.0,0.0,4.2,12.1,4.6,4.0,Associate's degree,44190.0,None,None
Forensic science technicians,19-4092,Individual Jobs,15.4,18.0,0.0,0.0,2.6,16.8,2.2,4.0,Bachelor's degree,56750.0,None,Moderate-term on-the-job training
Forest and conservation technicians,19-4093,Individual Jobs,33.2,34.5,0.0,0.0,1.3,3.8,4.0,4.0,Associate's degree,35560.0,None,None
"Life, physical, and social science technicians, all other",19-4099,Individual Jobs,76.1,83.5,0.0,0.0,7.4,9.7,9.9,4.0,Associate's degree,46040.0,None,None
Community and social service occupations,21-0000,Job Categories,2570.7,2942.6,1.6,1.8,371.9,14.5,330.7,1.0,—,42990.0,—,—
"Counselors, social workers, and other community and social service specialists",21-1000,Job Categories,2126.4,2463.9,1.4,1.5,337.5,15.9,274.4,2.0,—,43020.0,—,—
Counselors,21-1010,Job Categories,744.5,870.7,0.5,0.5,126.3,17.0,95.1,3.0,—,45970.0,—,—
Substance abuse and behavioral disorder counselors,21-1011,Individual Jobs,102.4,126.2,0.1,0.1,23.8,23.2,14.1,4.0,Bachelor's degree,41070.0,None,None
"Educational, guidance, school, and vocational counselors",21-1012,Individual Jobs,291.7,328.4,0.2,0.2,36.7,12.6,35.3,4.0,Master's degree,54560.0,None,None
Marriage and family therapists,21-1013,Individual Jobs,41.5,51.2,0.0,0.0,9.7,23.4,5.7,4.0,Master's degree,49170.0,None,Internship/residency
Mental health counselors,21-1014,Individual Jobs,157.7,194.2,0.1,0.1,36.5,23.1,21.6,4.0,Master's degree,42840.0,None,Internship/residency
Rehabilitation counselors,21-1015,Individual Jobs,119.3,134.4,0.1,0.1,15.1,12.7,14.5,4.0,Master's degree,34670.0,None,None
"Counselors, all other",21-1019,Individual Jobs,31.8,36.3,0.0,0.0,4.5,14.3,3.9,4.0,Master's degree,44350.0,None,None
Social workers,21-1020,Job Categories,682.1,791.8,0.4,0.5,109.7,16.1,84.3,3.0,—,46890.0,—,—
"Child, family, and school social workers",21-1021,Individual Jobs,317.6,362.6,0.2,0.2,45.0,14.2,38.3,4.0,Bachelor's degree,43250.0,None,None
Healthcare social workers,21-1022,Individual Jobs,176.5,212.0,0.1,0.1,35.4,20.1,22.9,4.0,Master's degree,53760.0,None,Internship/residency
Mental health and substance abuse social workers,21-1023,Individual Jobs,123.9,147.9,0.1,0.1,23.9,19.3,15.9,4.0,Master's degree,42700.0,None,Internship/residency
"Social workers, all other",21-1029,Individual Jobs,64.0,69.3,0.0,0.0,5.3,8.3,7.2,4.0,Bachelor's degree,60230.0,None,None
Miscellaneous community and social service specialists,21-1090,Job Categories,699.9,801.4,0.4,0.5,101.5,14.5,95.0,3.0,—,36970.0,—,—
Health educators,21-1091,Individual Jobs,61.0,69.9,0.0,0.0,8.8,14.5,8.7,4.0,Bachelor's degree,53070.0,None,None
Probation officers and correctional treatment specialists,21-1092,Individual Jobs,91.3,96.5,0.1,0.1,5.2,5.7,8.3,4.0,Bachelor's degree,50160.0,None,Short-term on-the-job training
Social and human service assistants,21-1093,Individual Jobs,389.8,453.6,0.2,0.3,63.9,16.4,55.4,4.0,High school diploma or equivalent,31810.0,None,Short-term on-the-job training
Community health workers,21-1094,Individual Jobs,57.5,67.8,0.0,0.0,10.4,18.1,8.5,4.0,High school diploma or equivalent,37330.0,None,Short-term on-the-job training
"Community and social service specialists, all other",21-1099,Individual Jobs,100.3,113.5,0.1,0.1,13.2,13.2,14.1,4.0,Bachelor's degree,43120.0,None,None
Religious workers,21-2000,Job Categories,444.2,478.7,0.3,0.3,34.4,7.7,56.3,2.0,—,42220.0,—,—
Clergy,21-2011,Individual Jobs,243.9,263.8,0.2,0.2,19.9,8.2,29.2,3.0,Bachelor's degree,45740.0,None,Moderate-term on-the-job training
"Directors, religious activities and education",21-2021,Individual Jobs,147.1,157.5,0.1,0.1,10.4,7.1,19.4,3.0,Bachelor's degree,38610.0,Less than 5 years,None
"Religious workers, all other",21-2099,Individual Jobs,53.2,57.3,0.0,0.0,4.1,7.7,7.7,3.0,Bachelor's degree,28820.0,None,None
Legal occupations,23-0000,Job Categories,1283.3,1399.5,0.8,0.8,116.2,9.1,90.8,1.0,—,79650.0,—,—
"Lawyers, judges, and related workers",23-1000,Job Categories,858.2,926.9,0.5,0.6,68.7,8.0,44.0,2.0,—,115050.0,—,—
Lawyers and judicial law clerks,23-1010,Job Categories,806.5,872.3,0.5,0.5,65.7,8.2,41.5,3.0,—,116250.0,—,—
Lawyers,23-1011,Individual Jobs,792.5,857.5,0.5,0.5,65.0,8.2,40.7,4.0,Doctoral or professional degree,118160.0,None,None
Judicial law clerks,23-1012,Individual Jobs,14.0,14.8,0.0,0.0,0.8,5.5,0.8,4.0,Doctoral or professional degree,51760.0,None,None
"Judges, magistrates, and other judicial workers",23-1020,Job Categories,51.7,54.7,0.0,0.0,3.0,5.8,2.5,3.0,—,100960.0,—,—
"Administrative law judges, adjudicators, and hearing officers",23-1021,Individual Jobs,15.4,16.0,0.0,0.0,0.6,4.0,0.7,4.0,Doctoral or professional degree,92110.0,5 years or more,Short-term on-the-job training
"Arbitrators, mediators, and conciliators",23-1022,Individual Jobs,7.8,8.7,0.0,0.0,0.8,10.4,0.4,4.0,Bachelor's degree,59770.0,Less than 5 years,Moderate-term on-the-job training
"Judges, magistrate judges, and magistrates",23-1023,Individual Jobs,28.4,30.0,0.0,0.0,1.6,5.6,1.4,4.0,Doctoral or professional degree,125880.0,5 years or more,Short-term on-the-job training
Legal support workers,23-2000,Job Categories,425.1,472.6,0.3,0.3,47.5,11.2,46.8,2.0,—,49560.0,—,—
Paralegals and legal assistants,23-2011,Individual Jobs,285.6,327.4,0.2,0.2,41.8,14.6,34.7,3.0,Associate's degree,49500.0,None,None
Miscellaneous legal support workers,23-2090,Job Categories,139.5,145.1,0.1,0.1,5.6,4.0,12.1,3.0,—,49780.0,—,—
Court reporters,23-2091,Individual Jobs,19.6,20.3,0.0,0.0,0.7,3.4,1.7,4.0,Postsecondary nondegree award,51320.0,None,Short-term on-the-job training
"Title examiners, abstractors, and searchers",23-2093,Individual Jobs,69.0,72.0,0.0,0.0,3.0,4.4,6.0,4.0,High school diploma or equivalent,45800.0,None,Moderate-term on-the-job training
"Legal support workers, all other",23-2099,Individual Jobs,50.9,52.8,0.0,0.0,1.9,3.8,4.4,4.0,Associate's degree,54650.0,None,None
"Education, training, and library occupations",25-0000,Job Categories,9426.5,10315.4,6.0,6.2,888.9,9.4,918.5,1.0,—,48000.0,—,—
Postsecondary teachers,25-1000,Job Categories,1871.4,2108.3,1.2,1.3,236.9,12.7,172.4,2.0,—,66500.0,—,—
"Business teachers, postsecondary",25-1011,Individual Jobs,104.2,123.0,0.1,0.1,18.9,18.1,10.4,3.0,Doctoral or professional degree,77490.0,None,None
"Math and computer teachers, postsecondary",25-1020,Job Categories,100.6,109.4,0.1,0.1,8.8,8.8,8.7,3.0,—,72510.0,—,—
"Computer science teachers, postsecondary",25-1021,Individual Jobs,39.7,42.9,0.0,0.0,3.2,8.1,3.4,4.0,Doctoral or professional degree,77570.0,None,None
"Mathematical science teachers, postsecondary",25-1022,Individual Jobs,60.9,66.6,0.0,0.0,5.6,9.2,5.3,4.0,Doctoral or professional degree,69520.0,None,None
"Engineering and architecture teachers, postsecondary",25-1030,Job Categories,57.1,65.0,0.0,0.0,7.9,13.9,5.4,3.0,—,94720.0,—,—
"Architecture teachers, postsecondary",25-1031,Individual Jobs,9.5,10.5,0.0,0.0,1.0,10.6,0.8,4.0,Doctoral or professional degree,79250.0,None,None
"Engineering teachers, postsecondary",25-1032,Individual Jobs,47.6,54.6,0.0,0.0,6.9,14.6,4.5,4.0,Doctoral or professional degree,97530.0,None,None
"Life sciences teachers, postsecondary",25-1040,Job Categories,77.1,87.6,0.0,0.1,10.6,13.7,7.2,3.0,—,79180.0,—,—
"Agricultural sciences teachers, postsecondary",25-1041,Individual Jobs,12.6,13.6,0.0,0.0,0.9,7.5,1.1,4.0,Doctoral or professional degree,91580.0,None,None
"Biological science teachers, postsecondary",25-1042,Individual Jobs,62.3,71.7,0.0,0.0,9.4,15.2,6.0,4.0,Doctoral or professional degree,76650.0,None,None
"Forestry and conservation science teachers, postsecondary",25-1043,Individual Jobs,2.2,2.3,0.0,0.0,0.2,7.8,0.2,4.0,Doctoral or professional degree,85880.0,None,None
"Physical sciences teachers, postsecondary",25-1050,Job Categories,64.0,70.3,0.0,0.0,6.3,9.8,5.6,3.0,—,80510.0,—,—
"Atmospheric, earth, marine, and space sciences teachers, postsecondary",25-1051,Individual Jobs,13.1,14.4,0.0,0.0,1.3,9.5,1.2,4.0,Doctoral or professional degree,85410.0,None,None
"Chemistry teachers, postsecondary",25-1052,Individual Jobs,26.3,28.9,0.0,0.0,2.6,9.9,2.3,4.0,Doctoral or professional degree,76750.0,None,None
"Environmental science teachers, postsecondary",25-1053,Individual Jobs,6.9,7.6,0.0,0.0,0.7,9.6,0.6,4.0,Doctoral or professional degree,78340.0,None,None
"Physics teachers, postsecondary",25-1054,Individual Jobs,17.6,19.4,0.0,0.0,1.8,10.0,1.6,4.0,Doctoral or professional degree,84570.0,None,None
"Social sciences teachers, postsecondary",25-1060,Job Categories,141.3,158.0,0.1,0.1,16.7,11.8,12.9,3.0,—,76130.0,—,—
"Anthropology and archeology teachers, postsecondary",25-1061,Individual Jobs,7.1,7.8,0.0,0.0,0.7,10.0,0.6,4.0,Doctoral or professional degree,81350.0,None,None
"Area, ethnic, and cultural studies teachers, postsecondary",25-1062,Individual Jobs,11.5,12.7,0.0,0.0,1.2,10.5,1.0,4.0,Doctoral or professional degree,73020.0,None,None
"Economics teachers, postsecondary",25-1063,Individual Jobs,16.5,18.3,0.0,0.0,1.8,10.6,1.5,4.0,Doctoral or professional degree,95770.0,None,None
"Geography teachers, postsecondary",25-1064,Individual Jobs,5.0,5.4,0.0,0.0,0.4,8.4,0.4,4.0,Doctoral or professional degree,76810.0,None,None
"Political science teachers, postsecondary",25-1065,Individual Jobs,21.2,23.4,0.0,0.0,2.2,10.6,1.9,4.0,Doctoral or professional degree,79210.0,None,None
"Psychology teachers, postsecondary",25-1066,Individual Jobs,46.9,54.0,0.0,0.0,7.1,15.1,4.5,4.0,Doctoral or professional degree,73140.0,None,None
"Sociology teachers, postsecondary",25-1067,Individual Jobs,17.9,19.6,0.0,0.0,1.8,9.8,1.6,4.0,Doctoral or professional degree,71840.0,None,None
"Social sciences teachers, postsecondary, all other",25-1069,Individual Jobs,15.3,16.8,0.0,0.0,1.5,10.0,1.3,4.0,Doctoral or professional degree,70740.0,None,None
"Health teachers, postsecondary",25-1070,Job Categories,301.4,378.3,0.2,0.2,76.9,25.5,33.1,3.0,—,87900.0,—,—
"Health specialties teachers, postsecondary",25-1071,Individual Jobs,233.5,294.0,0.1,0.2,60.6,25.9,25.8,4.0,Doctoral or professional degree,99360.0,Less than 5 years,None
"Nursing instructors and teachers, postsecondary",25-1072,Individual Jobs,67.9,84.2,0.0,0.1,16.3,24.0,7.3,4.0,Doctoral or professional degree,69130.0,Less than 5 years,None
"Education and library science teachers, postsecondary",25-1080,Job Categories,80.5,88.8,0.1,0.1,8.2,10.2,7.2,3.0,—,63040.0,—,—
"Education teachers, postsecondary",25-1081,Individual Jobs,74.5,82.2,0.0,0.0,7.7,10.3,6.6,4.0,Doctoral or professional degree,62520.0,Less than 5 years,None
"Library science teachers, postsecondary",25-1082,Individual Jobs,6.0,6.5,0.0,0.0,0.5,9.0,0.5,4.0,Doctoral or professional degree,68410.0,None,None
"Law, criminal justice, and social work teachers, postsecondary",25-1110,Job Categories,53.4,59.6,0.0,0.0,6.2,11.7,4.8,3.0,—,71490.0,—,—
"Criminal justice and law enforcement teachers, postsecondary",25-1111,Individual Jobs,17.3,19.4,0.0,0.0,2.2,12.5,1.6,4.0,Doctoral or professional degree,59590.0,None,None
"Law teachers, postsecondary",25-1112,Individual Jobs,21.2,23.8,0.0,0.0,2.6,12.3,1.9,4.0,Doctoral or professional degree,111210.0,Less than 5 years,None
"Social work teachers, postsecondary",25-1113,Individual Jobs,14.9,16.3,0.0,0.0,1.5,9.9,1.3,4.0,Doctoral or professional degree,64030.0,None,None
"Arts, communications, and humanities teachers, postsecondary",25-1120,Job Categories,334.9,372.2,0.2,0.2,37.3,11.1,30.2,3.0,—,66630.0,—,—
"Art, drama, and music teachers, postsecondary",25-1121,Individual Jobs,122.5,137.2,0.1,0.1,14.7,12.0,11.2,4.0,Master's degree,68650.0,None,None
"Communications teachers, postsecondary",25-1122,Individual Jobs,34.1,37.5,0.0,0.0,3.4,10.0,3.0,4.0,Doctoral or professional degree,65640.0,None,None
"English language and literature teachers, postsecondary",25-1123,Individual Jobs,84.6,92.9,0.1,0.1,8.3,9.8,7.5,4.0,Doctoral or professional degree,63730.0,None,None
"Foreign language and literature teachers, postsecondary",25-1124,Individual Jobs,35.0,39.1,0.0,0.0,4.1,11.9,3.2,4.0,Doctoral or professional degree,63500.0,None,None
"History teachers, postsecondary",25-1125,Individual Jobs,26.9,29.7,0.0,0.0,2.8,10.3,2.4,4.0,Doctoral or professional degree,71820.0,None,None
"Philosophy and religion teachers, postsecondary",25-1126,Individual Jobs,31.8,35.7,0.0,0.0,3.9,12.3,2.9,4.0,Doctoral or professional degree,68360.0,None,None
Miscellaneous postsecondary teachers,25-1190,Job Categories,557.0,596.1,0.4,0.4,39.1,7.0,47.0,3.0,—,49060.0,—,—
Graduate teaching assistants,25-1191,Individual Jobs,168.3,181.2,0.1,0.1,12.9,7.7,14.4,4.0,Bachelor's degree,34240.0,None,None
"Home economics teachers, postsecondary",25-1192,Individual Jobs,3.5,3.8,0.0,0.0,0.3,7.8,0.3,4.0,Master's degree,69190.0,None,None
"Recreation and fitness studies teachers, postsecondary",25-1193,Individual Jobs,20.6,22.6,0.0,0.0,2.0,9.7,1.8,4.0,Doctoral or professional degree,59180.0,None,None
"Vocational education teachers, postsecondary",25-1194,Individual Jobs,128.0,129.8,0.1,0.1,1.7,1.4,9.8,4.0,Bachelor's degree,50660.0,Less than 5 years,None
"Postsecondary teachers, all other",25-1199,Individual Jobs,236.5,258.7,0.2,0.2,22.2,9.4,20.7,4.0,Doctoral or professional degree,64400.0,None,None
"Preschool, primary, secondary, and special education school teachers",25-2000,Job Categories,4264.8,4598.7,2.7,2.7,333.8,7.8,358.7,2.0,—,54720.0,—,—
Preschool and kindergarten teachers,25-2010,Job Categories,633.0,695.3,0.4,0.4,62.3,9.8,70.3,3.0,—,34010.0,—,—
"Preschool teachers, except special education",25-2011,Individual Jobs,478.5,528.6,0.3,0.3,50.1,10.5,53.6,4.0,Associate's degree,28790.0,None,None
"Kindergarten teachers, except special education",25-2012,Individual Jobs,154.4,166.7,0.1,0.1,12.3,7.9,16.7,4.0,Bachelor's degree,52620.0,None,None
Elementary and middle school teachers,25-2020,Job Categories,2053.9,2206.2,1.3,1.3,152.3,7.4,164.4,3.0,—,56100.0,—,—
"Elementary school teachers, except special education",25-2021,Individual Jobs,1410.9,1514.9,0.9,0.9,104.1,7.4,112.8,4.0,Bachelor's degree,55800.0,None,None
"Middle school teachers, except special and career/technical education",25-2022,Individual Jobs,630.3,677.7,0.4,0.4,47.3,7.5,50.5,4.0,Bachelor's degree,56720.0,None,None
"Career/technical education teachers, middle school",25-2023,Individual Jobs,12.7,13.6,0.0,0.0,0.9,7.3,1.0,4.0,Bachelor's degree,57560.0,Less than 5 years,None
Secondary school teachers,25-2030,Job Categories,1097.4,1179.2,0.7,0.7,81.8,7.5,85.5,3.0,—,57980.0,—,—
"Secondary school teachers, except special and career/technical education",25-2031,Individual Jobs,1018.7,1095.5,0.7,0.7,76.8,7.5,79.5,4.0,Bachelor's degree,58030.0,None,None
